word,letter,category,precision_level,etymology_summary,content,somatic_integration,temporal_translation,cultural_bridge,filepath,last_updated,hash_value
BOLD,B,Courage/Confidence,HIGH,"**Category**: Courage/Confidence  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,742f86f7a8aff60f
BOLD,B,Courage/Confidence,HIGH,"**Category**: Courage/Confidence  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,742f86f7a8aff60f
BORED,B,Disinterest/Apathy,MEDIUM,"**Category**: Disinterest/Apathy  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,a97bfde015884a76
BORED,B,Disinterest/Apathy,MEDIUM,"**Category**: Disinterest/Apathy  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,a97bfde015884a76
BOREDOM,B,Restlessness/Disconnection,MEDIUM,"**Category**: Restlessness/Disconnection  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,7f0c148f140a5693
BOREDOM,B,Restlessness/Disconnection,MEDIUM,"**Category**: Restlessness/Disconnection  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,7f0c148f140a5693
BOTHERED,B,Irritation/Disturbance,MEDIUM,"**Category**: Irritation/Disturbance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,bed40d19050ad2bb
BOTHERED,B,Irritation/Disturbance,MEDIUM,"**Category**: Irritation/Disturbance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,bed40d19050ad2bb
BOUNCY,B,Energy/Liveliness,MEDIUM,"**Category**: Energy/Liveliness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,39e6615aa163ad23
BOUNCY,B,Energy/Liveliness,MEDIUM,"**Category**: Energy/Liveliness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,39e6615aa163ad23
BRAVE,B,Courage/Valor,HIGH,"**Category**: Courage/Valor  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,8b8a929c6f16fdbb
BRAVE,B,Courage/Valor,HIGH,"**Category**: Courage/Valor  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,8b8a929c6f16fdbb
BRIGHT,B,Intelligence/Radiance,HIGH,"**Category**: Intelligence/Radiance  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,a1ffbe0b05f917b4
BRIGHT,B,Intelligence/Radiance,HIGH,"**Category**: Intelligence/Radiance  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,a1ffbe0b05f917b4
BRILLIANT,B,Excellence/Intelligence,LOW,"**Category**: Excellence/Intelligence  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,437fc76fdbcd3c52
BRILLIANT,B,Excellence/Intelligence,LOW,"**Category**: Excellence/Intelligence  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,437fc76fdbcd3c52
BROKEN,B,Damage/Fragmentation,CRITICAL,"**Category**: Damage/Fragmentation  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,6d7adb14169a9bfc
BROKEN,B,Damage/Fragmentation,CRITICAL,"**Category**: Damage/Fragmentation  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,6d7adb14169a9bfc
BROKEN-HEARTED,B,Grief/Loss,CRITICAL,"**Category**: Grief/Loss  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,c6c1ae7a9980246a
BROKEN-HEARTED,B,Grief/Loss,CRITICAL,"**Category**: Grief/Loss  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,c6c1ae7a9980246a
BRUISED,B,Pain/Injury,MEDIUM,"**Category**: Pain/Injury  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,80a9bf22df12a6a7
BRUISED,B,Pain/Injury,MEDIUM,"**Category**: Pain/Injury  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,80a9bf22df12a6a7
BUBBLY,B,Effervescence/Enthusiasm,MEDIUM,"**Category**: Effervescence/Enthusiasm  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,6c2886315958186e
BUBBLY,B,Effervescence/Enthusiasm,MEDIUM,"**Category**: Effervescence/Enthusiasm  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,6c2886315958186e
BUFF,B,Physical/Strength,LOW,"**Category**: Physical/Strength  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,1d80e177a7fd864a
BUFF,B,Physical/Strength,LOW,"**Category**: Physical/Strength  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,1d80e177a7fd864a
BUMMER,B,Disappointment/Frustration,LOW,"**Category**: Disappointment/Frustration  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,88216a1a08d6b246
BUMMER,B,Disappointment/Frustration,LOW,"**Category**: Disappointment/Frustration  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,88216a1a08d6b246
BURDENED,B,Stress/Weight,MEDIUM,"**Category**: Stress/Weight  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,f3a1cf30a444bcd2
BURDENED,B,Stress/Weight,MEDIUM,"**Category**: Stress/Weight  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:28:51.479754,f3a1cf30a444bcd2
BURNING,B,Intensity/Pain,HIGH,"**Category**: Intensity/Pain  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,48fb7ed9629be06f
BURNING,B,Intensity/Pain,HIGH,"**Category**: Intensity/Pain  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,48fb7ed9629be06f
BURNT OUT,B,Exhaustion/Depletion,CRITICAL,"**Category**: Exhaustion/Depletion  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,a0ce943618691b86
BURNT OUT,B,Exhaustion/Depletion,CRITICAL,"**Category**: Exhaustion/Depletion  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:28:51.479754,a0ce943618691b86
BUSY,B,Activity/Engagement,LOW,"**Category**: Activity/Engagement  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,9c2e861f324cac2b
BUSY,B,Activity/Engagement,LOW,"**Category**: Activity/Engagement  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:28:51.479754,9c2e861f324cac2b
CAGED,C,Confinement/Restriction,HIGH,"**Category**: Confinement/Restriction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,993d675930c2cd3d
CAGED,C,Confinement/Restriction,HIGH,"**Category**: Confinement/Restriction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,993d675930c2cd3d
CALCULATING,C,Strategy/Analysis,MEDIUM,"**Category**: Strategy/Analysis  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ebb8c3ca01c0d6de
CALCULATING,C,Strategy/Analysis,MEDIUM,"**Category**: Strategy/Analysis  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ebb8c3ca01c0d6de
CALM,C,Tranquility/Peace,HIGH,"**Category**: Tranquility/Peace  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,38992e4367cca287
CALM,C,Tranquility/Peace,HIGH,"**Category**: Tranquility/Peace  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,38992e4367cca287
CANDID,C,Honesty/Openness,LOW,"**Category**: Honesty/Openness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,c54dc85cec148f80
CANDID,C,Honesty/Openness,LOW,"**Category**: Honesty/Openness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,c54dc85cec148f80
CAPABLE,C,Competence/Ability,HIGH,"**Category**: Competence/Ability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,fe8565c553c25d07
CAPABLE,C,Competence/Ability,HIGH,"**Category**: Competence/Ability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,fe8565c553c25d07
CAPRICIOUS,C,Unpredictability/Whim,MEDIUM,"**Category**: Unpredictability/Whim  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ece17587ca0fb3c9
CAPRICIOUS,C,Unpredictability/Whim,MEDIUM,"**Category**: Unpredictability/Whim  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ece17587ca0fb3c9
CAREFREE,C,Liberation/Lightheartedness,MEDIUM,"**Category**: Liberation/Lightheartedness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,eded577bb1b5b374
CAREFREE,C,Liberation/Lightheartedness,MEDIUM,"**Category**: Liberation/Lightheartedness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,eded577bb1b5b374
CARELESS,C,Negligence/Inattention,MEDIUM,"**Category**: Negligence/Inattention  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,3da59b63206cc84e
CARELESS,C,Negligence/Inattention,MEDIUM,"**Category**: Negligence/Inattention  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,3da59b63206cc84e
CARING,C,Compassion/Concern,HIGH,"**Category**: Compassion/Concern  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,d1cc511bdbfd2f49
CARING,C,Compassion/Concern,HIGH,"**Category**: Compassion/Concern  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,d1cc511bdbfd2f49
CASUAL,C,Relaxed/Informal,LOW,"**Category**: Relaxed/Informal  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,89b1dd9dfc4d4851
CASUAL,C,Relaxed/Informal,LOW,"**Category**: Relaxed/Informal  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,89b1dd9dfc4d4851
CAUTIOUS,C,Prudence/Wariness,MEDIUM,"**Category**: Prudence/Wariness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,adc4d9b5ecea7101
CAUTIOUS,C,Prudence/Wariness,MEDIUM,"**Category**: Prudence/Wariness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,adc4d9b5ecea7101
CERTAIN,C,Confidence/Conviction,HIGH,"**Category**: Confidence/Conviction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,9dcad1cd2efc2e44
CERTAIN,C,Confidence/Conviction,HIGH,"**Category**: Confidence/Conviction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,9dcad1cd2efc2e44
CERTAINTY,C,Confidence/Assurance,LOW,"**Category**: Confidence/Assurance  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,492a40ed1a21c8d8
CERTAINTY,C,Confidence/Assurance,LOW,"**Category**: Confidence/Assurance  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,492a40ed1a21c8d8
CHALLENGED,C,Difficulty/Growth Opportunity,HIGH,"**Category**: Difficulty/Growth Opportunity  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,43c78c593f400473
CHALLENGED,C,Difficulty/Growth Opportunity,HIGH,"**Category**: Difficulty/Growth Opportunity  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,43c78c593f400473
CHARMED,C,Enchantment/Delight,MEDIUM,"**Category**: Enchantment/Delight  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,038acd57b4177f99
CHARMED,C,Enchantment/Delight,MEDIUM,"**Category**: Enchantment/Delight  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,038acd57b4177f99
CHARMING,C,Appeal/Attractiveness,LOW,"**Category**: Appeal/Attractiveness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,61e0011945f378d7
CHARMING,C,Appeal/Attractiveness,LOW,"**Category**: Appeal/Attractiveness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,61e0011945f378d7
CHEATED,C,Betrayal/Deception,HIGH,"**Category**: Betrayal/Deception  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,c33ead623cc507e9
CHEATED,C,Betrayal/Deception,HIGH,"**Category**: Betrayal/Deception  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,c33ead623cc507e9
CHEERED-UP,C,Joy/Encouragement,LOW,"**Category**: Joy/Encouragement  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,e66ac4fc7266fba4
CHEERED-UP,C,Joy/Encouragement,LOW,"**Category**: Joy/Encouragement  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,e66ac4fc7266fba4
CHEERFUL,C,Optimism/Brightness,MEDIUM,"**Category**: Optimism/Brightness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,85f1ce7005d7a9de
CHEERFUL,C,Optimism/Brightness,MEDIUM,"**Category**: Optimism/Brightness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,85f1ce7005d7a9de
CHEERFULNESS,C,Joy/Positivity,LOW,"**Category**: Joy/Positivity  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,d06022c6cadcfa34
CHEERFULNESS,C,Joy/Positivity,LOW,"**Category**: Joy/Positivity  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,d06022c6cadcfa34
CHERISHED,C,Love/Value,MEDIUM,"**Category**: Love/Value  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,0f276b0c2cd1a551
CHERISHED,C,Love/Value,MEDIUM,"**Category**: Love/Value  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,0f276b0c2cd1a551
CHILDISH,C,Immaturity/Playfulness,MEDIUM,"**Category**: Immaturity/Playfulness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,781951dd5d751859
CHILDISH,C,Immaturity/Playfulness,MEDIUM,"**Category**: Immaturity/Playfulness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,781951dd5d751859
CLEAR,C,Clarity/Understanding,HIGH,"**Category**: Clarity/Understanding  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,e15de8aaf95a0489
CLEAR,C,Clarity/Understanding,HIGH,"**Category**: Clarity/Understanding  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,e15de8aaf95a0489
CLEVER,C,Intelligence/Ingenuity,MEDIUM,"**Category**: Intelligence/Ingenuity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,57196fdc7b6569ee
CLEVER,C,Intelligence/Ingenuity,MEDIUM,"**Category**: Intelligence/Ingenuity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,57196fdc7b6569ee
CLOSE,C,Intimacy/Connection,HIGH,"**Category**: Intimacy/Connection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,a9e4d4905b35d135
CLOSE,C,Intimacy/Connection,HIGH,"**Category**: Intimacy/Connection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,a9e4d4905b35d135
CLOSENESS,C,Intimacy/Connection,MEDIUM,"**Category**: Intimacy/Connection  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,4386468e2437a648
CLOSENESS,C,Intimacy/Connection,MEDIUM,"**Category**: Intimacy/Connection  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,4386468e2437a648
CLOUDY,C,Confusion/Obscurity,MEDIUM,"**Category**: Confusion/Obscurity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,760d516a673bfe3e
CLOUDY,C,Confusion/Obscurity,MEDIUM,"**Category**: Confusion/Obscurity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDED",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,760d516a673bfe3e
